	Abraham Lincoln	Nelson Mandela	John F. Kennedy	Winston Churchill	Mahatma Gandhi	Charles Darwin	Albert Einstein	Jawaharlal Nehru	Vincent Van Gogh	Franklin D. Roosevelt	Thomas Edison	Rosa Parks	Lyndon Johnson	Indira Gandhi	George Orwell	Jesse Owens	Joseph Stalin	Vladimir Lenin	Ingrid Bergman	Leo Tolstoy	Pablo Picasso	Oscar Wilde	Coco Chanel	Charles de Gaulle	John M. Keynes	Louis Pasteur	Adolf Hitler	Alfred Hitchcock	Ronald Reagan	Babe Ruth	Sigmund Freud	Woodrow Wilson	Mao Zedong	Katherine Hepburn
30	6.409934519676799e-09	7.92610983691671e-09	6.532917495860602e-08	3.261398059554007e-07	4.287923034497685e-09	8.931951102551596e-08	1.659875471198597e-09	3.510177660442133e-09	0.0	2.2642913956514932e-08	2.558027864926363e-09	2.9103913326952325e-10	1.0741804398354101e-08	6.772668695706077e-09	7.471150967727373e-09	2.4933694220408142e-08	1.5383158635806637e-10	1.9412393914564063e-10	9.10713178520999e-08	0.0	2.7297064846593902e-09	1.8515003270230019e-07	1.3081426814791947e-11	3.780763945962892e-10	1.2528815385952948e-10	5.2231350197321345e-11	1.074389811244509e-09	6.383337731412959e-09	2.413218184013236e-08	1.3580547886249406e-07	1.359498838901122e-09	5.285823664483555e-08	4.59294261353652e-10	1.745365274530286e-08
31	6.113532569074209e-09	7.612736160701937e-09	6.603201135086628e-08	3.466938177812803e-07	4.3232733127578675e-09	9.584003330636343e-08	1.4637042014939032e-09	4.235176546764561e-09	0.0	2.9164278674593495e-08	2.9683974167582505e-09	2.77984036583285e-10	1.1417741101788742e-08	7.292737667720571e-09	1.0051889416067589e-08	2.5013297084391136e-08	1.215221375908523e-10	1.9412393914564063e-10	1.0170070956811677e-07	0.0	2.948720434492458e-09	1.8567078338297245e-07	1.3081426814791947e-11	4.6128984858086394e-10	1.545211329921438e-10	6.509628272929494e-10	1.867496953506758e-08	6.488844096961901e-09	2.2848806656229825e-08	1.3229442937959641e-07	1.4197184777004728e-09	7.050151066120439e-08	4.59294261353652e-10	1.613245308768845e-08
32	6.671934401783883e-09	7.502086254797456e-09	7.34594079533833e-08	3.6234178375187706e-07	3.942857685187587e-09	9.099877575278827e-08	1.6971865738188034e-09	4.901169198664615e-09	0.0	4.11626983926843e-08	4.4848842893431746e-09	8.226250593411168e-10	1.2383362652761726e-08	2.454974054203315e-08	1.1755256165305435e-08	2.4595796129947952e-08	1.046860366251044e-10	1.9412393914564063e-10	1.0399245553571745e-07	0.0	3.736155186815994e-09	1.6016725469723626e-07	1.3081426814791947e-11	1.1389853831914439e-09	1.7045985555614555e-10	1.7108773961041886e-09	2.0305634566643504e-08	7.178317210484611e-09	2.669323974556294e-08	1.348893294204702e-07	1.4148770488553453e-09	8.654530451021206e-08	5.248244933880081e-10	1.652430573325806e-08
33	7.156714871519349e-09	1.5957246327873748e-09	7.849808320819257e-08	3.82255263632812e-07	4.351619598394077e-09	9.336430244794818e-08	2.4422160405102034e-09	5.83372624017388e-09	0.0	5.7259970733168434e-08	5.588000934990995e-09	8.839015670185951e-09	1.529434674145997e-08	2.388980963845861e-08	1.4436112242118985e-08	2.479140143967535e-08	2.278813794411226e-10	1.9412393914564063e-10	9.745538725220676e-08	0.0	4.2637290840831705e-09	1.5327259055603853e-07	1.4304875736329388e-11	1.173040408855971e-09	4.339666592348809e-10	1.6586460459068674e-09	2.196483983981804e-08	7.918341062205871e-09	2.9453237436273738e-08	1.3938365737788316e-07	1.393162387040649e-09	8.975984298688542e-08	5.465859808413092e-10	1.6159418311393177e-08
34	7.406442602077488e-09	1.6233864738590675e-09	7.323022696173861e-08	3.785007273953462e-07	4.289746153534375e-09	9.147339698399395e-08	2.738292775068223e-09	5.704665446375807e-09	0.0	6.807534878662733e-08	5.659995472306889e-09	8.868687244906986e-09	1.661355002775216e-08	2.4888545208894593e-08	1.7163848881856277e-08	2.403356244177043e-08	3.2291661309199627e-10	0.0	8.989426244657547e-08	1.062832282500941e-10	4.664880545338487e-09	1.5418900188381356e-07	1.4304875736329388e-11	2.097548527725733e-09	1.3558969819931527e-09	1.6586460459068674e-09	2.2257463158251563e-08	1.0369562383364236e-08	3.2212703234993767e-08	1.461096417187946e-07	1.1356734957208253e-09	9.832931624487173e-08	5.465859808413092e-10	1.5842649224241867e-08
35	9.593204675084621e-09	1.3620065720095935e-09	8.514433754872438e-08	4.066257994444251e-07	1.5330789415735069e-09	8.807675198698104e-08	2.932453034367098e-09	7.639354736101365e-09	0.0	8.82913658374816e-08	5.305919465697124e-09	9.01495663832971e-09	1.8864340312063632e-08	2.8965914714415168e-08	2.233029608841467e-08	2.3221680832209912e-08	4.0623797877202353e-10	0.0	7.537036544087122e-08	1.518089106803241e-10	4.6013559946394315e-09	1.7134818668702273e-07	1.4304875736329388e-11	2.971745179301623e-09	2.1611903378015995e-09	1.7045210282911378e-09	2.4066136179128657e-08	1.3600637600268734e-08	4.55495000447773e-08	1.5076490050042984e-07	1.1310011895280881e-09	1.1384220905646153e-07	1.9318899158975763e-09	1.4574772880645729e-08
36	5.277880580198005e-08	1.5789736591633107e-09	1.066561457564928e-07	4.230785951416952e-07	1.602777551552264e-09	8.82509587946905e-08	3.877768741032485e-09	1.249371466600329e-08	0.0	9.455937138065045e-08	5.419796881131081e-09	8.99237082019333e-09	1.934525796696919e-08	3.14732827419054e-08	2.5342049855428935e-08	2.2920596975950502e-08	5.48879662950633e-10	0.0	6.369077303653675e-08	1.518089106803241e-10	4.603665448854599e-09	1.8818909402235867e-07	1.4304875736329388e-11	3.338512621115746e-09	2.629563259597718e-09	1.8144184924359256e-09	2.7713914496629855e-08	1.5264837743040564e-08	4.5734097778701455e-08	1.4823664936817034e-07	1.4050673402543623e-09	1.3062800872733404e-07	1.519241365647136e-09	1.3809444381658004e-08
37	8.176659286160007e-08	1.9762346005679022e-09	1.4084607918058672e-07	4.3920247451621564e-07	1.577793588241378e-09	8.974188351170856e-08	5.709545947141237e-09	1.58343919880772e-08	0.0	1.0199910503518237e-07	6.3767471303322054e-09	8.99237082019333e-09	1.9806791000982164e-08	3.514038942371249e-08	2.8848696003486955e-08	2.3162616459769325e-08	5.096353805237161e-10	0.0	5.40027101132117e-08	1.518089106803241e-10	5.723160675533531e-09	2.150264768780679e-07	8.03783081759768e-11	3.2443161768203055e-09	2.8615798084282875e-09	1.930572134695956e-09	3.4303230351489285e-08	1.934342004033291e-08	5.0082113186736676e-08	1.4206247353091124e-07	1.4841264844062912e-09	1.4888280170615481e-07	1.472595654543924e-09	1.3338659573694907e-08
38	8.754065250471399e-08	2.2346836087943397e-09	1.7215624430783854e-07	4.393585503034306e-07	1.5281239071748435e-09	8.855263798425637e-08	1.5831496907076873e-08	3.021949233707387e-08	0.0	1.0675987332271169e-07	7.1974709684293916e-09	9.156210293927356e-09	2.5498981465992595e-08	4.020274716306663e-08	3.062248143947954e-08	2.252891156168906e-08	5.363744597284916e-10	0.0	4.7614236109438934e-08	1.518089106803241e-10	6.597517072342336e-09	2.3455844606295223e-07	8.03783081759768e-11	3.770535308581355e-09	3.113462912088646e-09	1.4482341159638423e-09	2.527267982190194e-08	2.3968997707259276e-08	5.3421466869199974e-08	1.3532286910081632e-07	1.1632548317454449e-09	1.6999534681515017e-07	1.472595654543924e-09	1.298251119306672e-08
39	8.656529163327978e-08	2.9177507870110323e-09	2.2926701197840365e-07	4.419378285547282e-07	1.5509900130090364e-09	1.2925909637877859e-07	2.9391477220284756e-08	4.23614327425627e-08	0.0	1.0835121498433051e-07	7.281814294403586e-09	8.832894158158514e-09	3.122172285787071e-08	3.378032393490977e-08	3.539153655854729e-08	2.1817075130619353e-08	5.640890016993844e-10	0.0	4.561463689307337e-08	3.9893662579742235e-10	9.950684086236703e-09	2.189558147490191e-07	1.2622814797382175e-10	3.1011060505229236e-09	3.145826781609478e-09	3.883195471526031e-10	3.933080439111336e-08	3.053322204595231e-08	4.792601896294205e-08	1.291473554130919e-07	1.1188335714245363e-09	1.6654972207723923e-07	1.5643214719616795e-09	1.1614218031752443e-08
40	8.736796568748722e-08	4.3472228198179354e-09	3.548947436878994e-07	4.3743973979612096e-07	1.3253680791747158e-09	1.129227535605943e-07	3.6600772222529695e-08	4.711401627563053e-08	0.0	1.0368061558503022e-07	7.923461030147548e-09	2.5976239532392906e-09	3.812822616363779e-08	3.747080081138522e-08	4.5624056152096925e-08	2.274341654689189e-08	4.543920577106318e-10	0.0	4.911397460156357e-08	3.9893662579742235e-10	1.2929113081737244e-08	2.0573001791035495e-07	1.1192327223749236e-10	3.1336813382283016e-09	3.094275256655875e-09	7.603108420628502e-10	7.250655707581797e-08	3.468191499069105e-08	4.5103487167352796e-08	1.228767183241481e-07	1.0468231420590612e-09	1.6692249309764e-07	1.7406289901497222e-09	1.1264063586630918e-08
41	9.16479453597471e-08	6.893063469221821e-09	6.725770670560191e-07	4.4029122493936613e-07	1.3997292650344155e-09	1.0350723046924162e-07	4.587731090260101e-08	5.298103187913382e-08	2.2091772855503677e-11	1.051070199764581e-07	9.75793915510995e-09	3.816382222148513e-09	4.814501813094856e-08	4.21595020481748e-08	5.2150366311057694e-08	2.377347410994649e-08	4.61008104111839e-09	0.0	5.3157693611995323e-08	3.6802847674139676e-10	1.4678054264091348e-08	1.829198669359552e-07	2.0468993167099825e-10	2.3124067977902438e-09	2.231835629005831e-09	7.603108420628502e-10	1.475940376900147e-07	3.847898076360577e-08	4.323767731152982e-08	1.133723433862802e-07	1.7575524944143543e-09	1.6604945329845577e-07	1.7406289901497222e-09	1.0711305620247913e-08
42	9.019843716373543e-08	1.2655210831650062e-08	8.983007262486353e-07	4.352286485495175e-07	7.019711597714259e-10	1.0205020016331088e-07	5.226822327334243e-08	6.646623568989136e-08	2.2091772855503677e-11	1.1359817822916998e-07	1.0975625931917778e-08	4.60740916450954e-09	5.617839552282281e-08	4.6792542665993353e-08	5.363873611941017e-08	2.2189022175211903e-08	4.55344299963935e-09	1.3688371864566712e-11	5.6988073688606685e-08	3.2250279431116676e-10	1.6340185839323696e-08	1.5630039789422362e-07	2.483767517055416e-10	3.376956325684688e-09	1.5185629737806445e-09	7.144358596785797e-10	2.40375869812023e-07	4.133179462176681e-08	3.713855508838801e-08	1.0517802654216471e-07	1.8873771216533696e-09	1.6442472830898884e-07	3.5532505509345517e-10	1.0868705427721385e-08
43	5.094130780694936e-08	2.1239462125574197e-08	1.204432472994605e-06	4.148262584229607e-07	7.246493286380432e-10	1.045648291762648e-07	5.834468704993664e-08	7.140426053605811e-08	2.2091772855503677e-11	1.471436356886053e-07	1.2657218257621544e-08	6.186393508578192e-09	6.932453062396299e-08	5.525452857162756e-08	6.683598030576832e-08	2.135961426777807e-08	5.151152786066402e-09	1.3688371864566712e-11	5.8390205432650484e-08	3.2250279431116676e-10	1.842256049298742e-08	1.3165911028067967e-07	2.483767517055416e-10	3.195526153211757e-09	1.1359766619431104e-09	9.418122551682222e-10	3.0046475479090465e-07	4.5285586074734445e-08	3.743955697846754e-08	9.936181299963209e-08	1.5720797857943225e-09	1.7359012259378558e-07	3.95112978049791e-10	1.021593806374962e-08
44	2.7986351775715386e-08	2.565949973133895e-08	1.679526994686447e-06	4.191215217425841e-07	9.927110007040036e-10	1.0151577965546363e-07	6.331242628578235e-08	8.997523843439531e-08	4.066852806897511e-11	1.75938790139948e-07	1.3561275150461175e-08	6.5743166307744414e-09	8.892853539269449e-08	7.734501039635688e-08	8.318750843727685e-08	2.054738068579809e-08	6.480555532682532e-09	1.3688371864566712e-11	5.850111100309212e-08	4.395681993000064e-10	1.9704846643264773e-08	1.0061108365480972e-07	3.76616028046379e-10	3.576668461402477e-09	1.1995590235410906e-09	2.6385992676506274e-09	3.662997311185531e-07	4.860247061953617e-08	3.6023464084727104e-08	9.249257004739775e-08	1.457719007011019e-09	1.7101044440843388e-07	3.95112978049791e-10	9.326328661732726e-09
45	2.5271582160257822e-08	2.9783848340006865e-08	1.9671093899173035e-06	4.1835835824193577e-07	1.2285319666333854e-09	9.795935491346037e-08	5.971172001295599e-08	9.959525521756924e-08	1.3085936699321265e-10	2.1588169829556136e-07	1.4278007220980271e-08	6.61000676416279e-09	1.1012896042724865e-07	1.0864509901255457e-07	9.807601283487852e-08	2.0897373989977756e-08	8.899055540087123e-09	2.8833165022223994e-11	5.709939543407927e-08	7.73987104566284e-10	2.2463259696792193e-08	7.197995596389514e-08	4.4155214801960037e-10	3.982452566132975e-09	1.0552998475077402e-09	2.7693335244042115e-09	4.345527295462099e-07	4.967994016169541e-08	3.6001833133728467e-08	8.74925955177527e-08	1.6320625367034174e-09	1.5472594380331168e-07	3.95112978049791e-10	9.553847871554159e-09
46	2.9715065328973977e-08	3.233902377632246e-08	2.171098555793703e-06	4.2805140765267424e-07	1.8360816993785128e-09	6.881070342095491e-08	5.303773877228325e-08	1.065226571077866e-07	1.4907327356666096e-10	2.7631426442147653e-07	1.527345361296284e-08	7.337009571324009e-09	1.2997501284774315e-07	1.9879734633069086e-07	1.1154959470413165e-07	2.034390180126268e-08	1.3204911029708808e-08	2.1479655256831772e-10	5.2664270912470915e-08	6.782609315461993e-10	2.3180475697667395e-08	6.999602929015834e-08	3.9570230822175544e-10	4.772922208256298e-09	1.6391421949916003e-09	3.0682714147189927e-09	5.684281023020179e-07	5.0772793969144914e-08	3.7680099802222296e-08	8.763385547386601e-08	2.2722659983756952e-09	1.623948802733009e-07	2.378569285976795e-10	9.684917122245094e-09
47	3.203623575944091e-08	3.3468911198042406e-08	2.2942668108173947e-06	4.348524344420314e-07	4.413782672685329e-09	7.610132866732653e-08	6.014997921965914e-08	1.2666937670197903e-07	2.936381098590195e-10	3.9041441977717894e-07	1.58780050694775e-08	6.32792012440169e-09	1.5531785533897035e-07	2.7323679725148917e-07	1.236138500766109e-07	1.8681264535302944e-08	1.645563580835293e-08	4.802396327829861e-10	5.1017291724519964e-08	5.795962241896189e-09	2.4540055321153886e-08	7.391163440014939e-08	3.9570230822175544e-10	1.707945416841637e-08	2.0251857096071593e-09	3.1862181464654374e-09	7.451190932832625e-07	5.0475212581042276e-08	3.93300178456814e-08	8.615899308292033e-08	2.3135798396126515e-09	1.7763342035388113e-07	1.1334768441300419e-10	1.0097621025043476e-08
48	8.976106816557408e-08	3.357330515184133e-08	2.2515320259637e-06	4.60451961511613e-07	2.358033111628442e-08	1.0078055520271586e-07	7.472497186102243e-08	1.4919799237337168e-07	5.285966386825436e-10	6.903294048145523e-07	1.6188668056876006e-08	7.075355000298243e-09	1.9588630501792587e-07	3.281735579158911e-07	1.433893141365518e-07	1.856976160143274e-08	1.8660411598861844e-08	5.0756168613291e-10	4.637111672423089e-08	8.23891683448303e-09	2.6698946038144252e-08	1.1873934673596003e-07	3.029356487882495e-10	3.763467911913462e-08	2.7389114071978734e-09	3.991043559129334e-09	8.741108916053366e-07	4.8918123139531285e-08	4.450334120268248e-08	8.513733007475821e-08	1.7955688087172611e-09	1.8491450199625043e-07	1.1334768441300419e-10	1.0048276750345459e-08
49	2.2552666324924887e-07	3.075801657814736e-08	2.2833433409427277e-06	4.6733757130823506e-07	4.513860881897155e-08	1.1589345762428951e-07	1.0241691837466402e-07	1.5751605734034717e-07	7.179978318243891e-10	9.888930411047373e-07	1.6971044379334088e-08	9.17601331426202e-09	2.4376664648733435e-07	4.1599270872438865e-07	1.6488763573566496e-07	1.99882414112348e-08	2.911008913285075e-08	5.073717130956088e-10	4.390250956427215e-08	8.604819602884918e-09	3.071536345901547e-08	2.0968564230981558e-07	3.266442751202549e-10	6.733623855329337e-08	3.2852583510743573e-09	5.034471062259627e-09	1.0330039523458773e-06	4.564989808386599e-08	3.688421174834795e-08	9.302280850371452e-08	1.829526121869104e-09	1.921834008758846e-07	2.555332017412886e-10	9.247576292027913e-09
50	3.837573281373352e-07	2.52642001287638e-08	2.1686322985000776e-06	4.7634654265493737e-07	9.077517493238929e-08	1.2825767876328037e-07	1.2028300488964305e-07	1.9675134816614965e-07	7.976935580332269e-10	1.2039718261088898e-06	1.671976398601568e-08	9.77294838706249e-09	2.7654116000316466e-07	5.20847407869951e-07	1.7815325747960742e-07	2.0110894029455395e-08	3.6711672051532266e-08	6.835675329346686e-10	4.297336175795863e-08	8.846596931201743e-09	3.2593702213392e-08	2.766544154399396e-07	3.266442751202549e-10	1.0259084432766891e-07	3.5181509134523434e-09	7.038505302401989e-09	1.2103141265080403e-06	4.326701562108935e-08	4.085049505014078e-08	1.1244985793317547e-07	3.086253122111923e-09	1.8884267660723708e-07	5.829864051826966e-10	8.862447854949908e-09
51	5.871911297512205e-07	2.756688388672046e-08	1.8987866821719633e-06	4.774164373040029e-07	1.2838906464957794e-07	1.2877029068444505e-07	1.4697021250802728e-07	2.0818231811452798e-07	7.791168028197554e-10	1.417605618923647e-06	1.698987668013225e-08	1.1799306103605595e-08	2.90432238005321e-07	6.603055209909923e-07	1.8041428972992435e-07	1.9497473350124243e-08	4.4019933349253345e-08	8.436674821056731e-10	4.4326305673588906e-08	9.726113073657165e-09	3.393257662155845e-08	3.0826440016491166e-07	2.3903551360504594e-10	1.3915192832923496e-07	3.5371022301587475e-09	5.262722305562509e-09	1.323812016705363e-06	3.9434934809686895e-08	5.3026474639799355e-08	1.221695709676039e-07	5.64290615821607e-09	2.128772901447259e-07	5.829864051826966e-10	9.144340078799068e-09
52	9.050366911773316e-07	2.6951739126194037e-08	1.8037748889452944e-06	4.789926322246174e-07	1.7102763909855006e-07	1.3646576897079804e-07	1.655177465563286e-07	2.0813846138675478e-07	7.346665498175753e-10	1.6171112926193537e-06	1.6957765985076937e-08	1.5738617837562126e-08	3.2360679621693376e-07	7.987350768092126e-07	1.8476358677941918e-07	2.1257097923158393e-08	5.452077747999543e-08	1.1036217435954144e-09	4.979711424165803e-08	9.954980474878385e-09	3.507653393139013e-08	3.4815498293840263e-07	1.7409939363182454e-10	1.7203223804226502e-07	3.9335813019546e-09	5.0912953614939175e-09	1.4134426627216662e-06	4.065569341500057e-08	7.604052143506124e-08	1.3465172595975412e-07	8.588269857184067e-09	2.7094544309745417e-07	6.721963303440199e-10	8.588986157219227e-09
53	1.6319554358038398e-06	2.677462239221638e-08	1.7677967727130245e-06	4.817567003101431e-07	2.0236487203411408e-07	1.39871952496508e-07	1.7783039193578327e-07	2.214571830044016e-07	8.250575460928238e-10	1.78325412239896e-06	1.7510122114166345e-08	1.8461812650067648e-08	4.5188735953161085e-07	8.41111269015268e-07	1.8638558328478082e-07	2.3047902887794536e-08	6.459656479559531e-08	1.0809183488756447e-09	5.190116780795506e-08	1.0254077333269964e-08	3.470028226664519e-08	3.7391624780574215e-07	2.73569199040123e-10	1.8823126168854287e-07	4.097058787471448e-09	5.556193449773872e-09	1.392932371605379e-06	3.911863772592434e-08	1.306379207984979e-07	1.4072515901781507e-07	1.1279837587783805e-08	4.6024859403002794e-07	7.823340308910076e-10	8.101333191591818e-09
54	2.8665853619713744e-06	2.8665021086940864e-08	1.704729096932819e-06	4.919470890334716e-07	2.3053013770939807e-07	1.3799650742742286e-07	1.8412060447709727e-07	2.722056129706678e-07	9.881463583890797e-10	1.963405988395347e-06	1.7714306212366993e-08	2.1504672962992444e-08	5.465428988113022e-07	8.99401084909966e-07	1.9378879504269468e-07	2.4758641359312605e-08	7.80581684369151e-08	2.0446335041723884e-09	5.581229548364977e-08	6.030830438216331e-09	3.489594391226092e-08	4.213586188533165e-07	3.801426078681962e-10	1.9031816630591232e-07	4.291628227396213e-09	5.2122455478682235e-09	1.3853232628337407e-06	4.321145473186659e-08	1.843809859077997e-07	1.4608460726809165e-07	1.589230361595132e-08	6.406097209524628e-07	8.189702646202842e-10	7.472794256407106e-09
55	3.070004026994866e-06	3.044753883939068e-08	1.6179214981093537e-06	4.836596393228579e-07	2.430315504398095e-07	1.1786773512767468e-07	1.769887611707028e-07	3.0611180282643803e-07	1.0467585369917337e-09	1.9579834510555623e-06	1.7652990434515103e-08	2.393691137366919e-08	6.413894563398312e-07	1.0366048692438717e-06	1.94645941015941e-07	2.6447743550761516e-08	8.681865182325055e-08	2.213902146925533e-09	5.825446943877718e-08	3.9097907768491174e-09	4.555961804645189e-08	4.1719969447383066e-07	3.801426078681962e-10	1.8633656091131862e-07	4.614002735436884e-09	4.773322903606214e-09	1.3362944011013106e-06	5.0851684260270047e-08	2.290242926099901e-07	1.5366920739065142e-07	2.0295455554248624e-08	7.928718425936105e-07	1.030248291440066e-09	7.224382425619069e-09
56	3.1533064169967214e-06	3.201634107037015e-08	1.5629811806710286e-06	4.854617949539326e-07	2.5721297244477424e-07	1.247606919361845e-07	1.6915568526850881e-07	3.593272046893097e-07	1.6566558125319375e-09	1.9718451572511446e-06	1.845695989694767e-08	2.3958563894715164e-08	7.165912206476475e-07	1.1153468660398045e-06	1.9308895105041302e-07	2.9887822248854586e-08	9.659103130031457e-08	2.505064584339729e-09	6.29723788035465e-08	5.139957697559388e-09	4.563790818273057e-08	3.757838149860098e-07	4.3105373239070236e-10	1.6199396922291142e-07	5.270124432093277e-09	4.28252927564543e-09	1.1602733463535384e-06	5.666625644908306e-08	2.739294444609186e-07	1.5546755451266237e-07	2.5035140310032082e-08	9.242163555102576e-07	8.880627741117816e-10	7.37357444943346e-09
57	3.175098900750787e-06	3.6234286682201855e-08	1.5398039587515605e-06	4.98528480972839e-07	2.5240025536277244e-07	1.2173477058143233e-07	1.7056832746220607e-07	3.6149792492778943e-07	5.598935981510067e-09	2.040512949211656e-06	1.9331021355079818e-08	2.525610044910666e-08	8.431702432127557e-07	1.1633247010779866e-06	1.9133283858861561e-07	3.0565638401266626e-08	1.1208275501368397e-07	2.890216558145856e-09	6.913492863905698e-08	5.4226377356668215e-09	4.866627583461585e-08	3.862933998074628e-07	4.3105373239070236e-10	1.3468350143089731e-07	5.438482299423088e-09	5.5953536645273314e-09	9.967328326508453e-07	6.465203635944558e-08	3.1585438721646953e-07	1.4091882657599593e-07	3.060607488082821e-08	1.1383350186276533e-06	6.334029649985545e-10	7.470365278753173e-09
58	3.1330895840905474e-06	3.5052869813106165e-08	1.4936621092991636e-06	4.976569698555977e-07	3.2898906405469983e-07	1.3094986936071758e-07	1.623878976683305e-07	3.9203892754358094e-07	7.947228462614118e-09	2.11533654237428e-06	2.0744107384221674e-08	2.719628839591743e-08	9.58533433959019e-07	1.1618542267959647e-06	1.9423364351821094e-07	3.211292311431992e-08	1.3328564664659227e-07	3.3361871043524616e-09	7.142662689878826e-08	8.85933228365689e-09	4.777668089721894e-08	3.903022494406676e-07	6.127984786274965e-10	1.0810405979912372e-07	5.51003204967466e-09	1.0064486458524361e-08	8.636799374731449e-07	6.994494837288454e-08	3.413641118348616e-07	1.4006208256692583e-07	3.7142061109258455e-08	1.3394154702187474e-06	6.334029649985545e-10	7.86022713583634e-09
59	2.8919486112499726e-06	4.448172674642592e-08	1.4529708128715616e-06	4.948110147649589e-07	4.1632398303396e-07	1.5863010816019596e-07	1.588315663119439e-07	4.242323378938246e-07	8.44922395540745e-09	2.215953307833323e-06	2.1912996877355388e-08	2.7364787769101895e-08	9.94943320620223e-07	1.1415126631878332e-06	1.9930925735219977e-07	3.1856018775247974e-08	1.5702248593437877e-07	3.4933474843005084e-09	6.917424702887079e-08	8.637908769212491e-09	4.82979223599094e-08	4.1275938705049544e-07	7.075888208696313e-10	8.132188966669673e-08	5.474856980468092e-09	1.8818554095975263e-08	7.389558537137678e-07	7.18187602087385e-08	3.5713292894407847e-07	1.3429966522997866e-07	4.1710062705289733e-08	1.5870163809138051e-06	3.1238176807184867e-09	8.599472055083522e-09
60	2.275247814915409e-06	5.446701426389414e-08	1.4064100274221606e-06	5.069137582073122e-07	4.876329841506179e-07	1.6058519694947142e-07	1.608387561548495e-07	4.7184988310229006e-07	8.469300324546022e-09	2.3223089686195763e-06	2.4153940815706065e-08	2.8157156860077392e-08	9.368705897421543e-07	1.1592146620387211e-06	2.0907311336161782e-07	3.4599389258411454e-08	1.8313169444387052e-07	3.6921452720558736e-09	7.145297940626603e-08	8.598192665790601e-09	5.1604470538027924e-08	4.2156504978915367e-07	6.693258725043449e-10	7.083023133093644e-08	5.1941144084212604e-09	3.3969838006012565e-08	6.565281743015865e-07	7.491049152414625e-08	3.337825985129582e-07	1.2860824329306653e-07	4.29093210487151e-08	1.6629534392060513e-06	3.1330043955993656e-09	9.170159298577119e-09
61	1.1467497935362708e-06	6.625202583368914e-08	1.3981375072294862e-06	5.220784292500216e-07	5.439110810000005e-07	1.7757223653396587e-07	1.5912484181106785e-07	4.7322598918851456e-07	8.512442417618615e-09	2.305069886330914e-06	2.5309266555544648e-08	3.012632124718298e-08	9.287489157421598e-07	1.1597102716872802e-06	2.0472335547440578e-07	3.430070094623261e-08	2.2007997760705882e-07	3.011259194377455e-09	7.226945188319536e-08	8.549863261819723e-09	5.325117312184245e-08	4.150418939324092e-07	5.627524636762717e-10	6.477860381437495e-08	4.7362292183399694e-09	4.4734042787502356e-08	5.050807975034591e-07	7.722787894895841e-08	3.278372925511316e-07	1.3006112859719516e-07	4.582299035454136e-08	1.6511815569434215e-06	3.064217007115693e-09	9.921406934105498e-09
62	1.0027324606198817e-06	7.804790058685285e-08	1.3712321203586595e-06	5.516447905457815e-07	5.743673909819336e-07	2.0297564162774506e-07	1.6712897377146874e-07	4.814041208841704e-07	8.388044608104955e-09	2.2810826456926795e-06	2.81906533672327e-08	3.056883000697651e-08	9.379861824397397e-07	1.112001054285169e-06	2.1013651771032267e-07	3.510116997063051e-08	2.467414991055453e-07	3.6009486820936284e-09	7.858078378473823e-08	9.572078019104424e-09	4.890874397541925e-08	4.1868532970771153e-07	6.16278421152115e-10	5.743713619007654e-08	4.208716454710628e-09	4.9707718956832584e-08	3.9759728614236725e-07	7.556948438442695e-08	3.7768635609479263e-07	1.321658800179648e-07	5.055046514712558e-08	1.677480115956444e-06	3.073479296463891e-09	1.0881998032833247e-08
63	8.91764459863355e-07	9.378290093715285e-08	1.32886533979867e-06	6.803588681642785e-07	5.984575060275737e-07	2.053620501588479e-07	1.7083141910591492e-07	4.868776630116502e-07	7.919887127069306e-09	2.1880193149367448e-06	3.1387900278900815e-08	3.378509611755882e-08	9.026957335273827e-07	1.0718432901869943e-06	2.1524446732915488e-07	3.442456377099136e-08	2.6675495640964595e-07	3.4943568514935107e-09	8.074868418361802e-08	9.46118412186487e-09	5.104762377884851e-08	4.277708569588867e-07	4.979718502630601e-10	5.586599373584379e-08	3.791276657695773e-09	5.393040731454286e-08	3.5988095906499697e-07	7.652436652603813e-08	3.80178899409397e-07	1.2806840743451176e-07	5.558446959850828e-08	1.6943595418134855e-06	3.086294188468587e-09	1.1930580333187533e-08
64	8.310847192660731e-07	1.4199543534638387e-07	1.3169214655915442e-06	8.918666602702225e-07	5.976441294868502e-07	2.1961614647482618e-07	1.8996850721058373e-07	5.34154667418209e-07	6.537435132918696e-09	2.094279953520787e-06	3.449579720284289e-08	3.891481524322314e-08	8.115591510561769e-07	1.0996557356130715e-06	2.1834828852921158e-07	5.010558748860408e-08	2.775048792662866e-07	3.2744617017854694e-09	7.987870377844177e-08	1.333686669039277e-08	5.391149571210008e-08	4.012431174617502e-07	5.924255570237997e-10	5.638802796121516e-08	3.904576503391663e-09	5.3686487128905876e-08	3.288913644285328e-07	7.642623448386335e-08	3.827342668825752e-07	1.2766829675976104e-07	5.740931996456311e-08	1.6231946509443723e-06	3.3858812023953735e-09	1.2505023302570147e-08
