	burn	dive	dream	dwell	kneel	learn	light	slink	spill	spoil	strive	wake
1800	0.2654323349200597	0.09106118258592057	0.5922465748250163	0.02690312722821826	0.412084946975382	0.901416618295043	0.6405788046291506	0.0028455617978754705	0.19177657125484898	0.910270219630526	0.007607555548738421	0.6565472563842866
1801	0.2677258782185618	0.08573127013353182	0.5739591788815036	0.024340430912201706	0.4446066495203471	0.9029360322183468	0.6238451412581251	0.0024152832542094216	0.17892697978280472	0.9138578056008032	0.008530882872045056	0.6849569052732944
1802	0.2640854045945384	0.08311721146326871	0.5723348876563348	0.02482937022442283	0.47048945006745685	0.9043030551617756	0.6226816008740478	0.0020028078966178183	0.1771963157296245	0.9112486929852808	0.009901983559750529	0.7037878235030185
1803	0.25929899089253927	0.07931077075713013	0.5746146537848422	0.0253859585517972	0.486030846727598	0.9053158936973454	0.6259547033107893	0.0038922027014476044	0.16989795653756112	0.9146080333542882	0.009450138734913016	0.7272067192640073
1804	0.2508854023867366	0.06874411385753851	0.5449711774011137	0.0277788734485921	0.5127144991710991	0.9094062897980985	0.6143278386208088	0.004284310857176535	0.14778279103379957	0.9258578004347301	0.01027355179800976	0.7814110587296978
1805	0.25976406007846703	0.06392258647379329	0.5469665257566623	0.02948640366575711	0.5375774867651666	0.9105812427236958	0.6179787600970694	0.015072398800830646	0.14480823457155426	0.9281550860550968	0.01033792954613531	0.778098989925925
1806	0.25518157497168237	0.061533964036776044	0.558707248374622	0.033918669672274006	0.5692196963186372	0.911180507355905	0.6289725131970444	0.013607430248243025	0.13864073515368142	0.9327231956865708	0.01105076799241315	0.8032811190600855
1807	0.24621341454403858	0.060181817408536176	0.5697190270472281	0.03736539397091573	0.6172266983076113	0.9124052797059008	0.632094556627798	0.02124065023450435	0.13346471585145878	0.9332984753089616	0.010351240954249212	0.7936714880564084
1808	0.2403142243426467	0.059398359964183904	0.5847956388165418	0.04222134014528377	0.6239220200092708	0.9123640674097453	0.6519889219813402	0.022548632585318768	0.13832263799922548	0.9363171718435311	0.010437928536863213	0.7871708142398556
1809	0.23915327036270204	0.058756801257771676	0.588781108074989	0.04792060233034479	0.621736675620475	0.9179783634772707	0.6578834837994966	0.026839872370337237	0.13569536324152182	0.9406775232910601	0.009933676689854109	0.7804825169155304
1810	0.23594319781940917	0.06148473526211909	0.584946994924765	0.047335814454405836	0.6221720573004127	0.9181377892679299	0.667450413813573	0.02383605952121484	0.13754528226999524	0.9393702033149962	0.010782667577500255	0.7493151293864381
1811	0.23045587428614087	0.0640921077987327	0.5937955477293592	0.04221504114879126	0.6082531388419076	0.9187794896962155	0.6847376819439227	0.0279721485235858	0.1406480177609839	0.9322655206851468	0.012164680932008544	0.7351183084628914
1812	0.22274350296980477	0.06652185102992708	0.5865403817680599	0.039766937963673844	0.5791476378839441	0.9184551579701946	0.7045828495382979	0.01767471027615699	0.146804885561476	0.9254058114943441	0.01357835595383597	0.7227647114887017
1813	0.2172767923464116	0.06364501134991984	0.5831756766331703	0.036453136874714395	0.5733874931554017	0.922326540993471	0.7003206188575989	0.01955630125438708	0.14797520010020382	0.9249077246049472	0.013795408210083194	0.7209461757402823
1814	0.21982888972084505	0.07153366942924799	0.5672198197690415	0.032178627786962226	0.5347118602773155	0.922148785584683	0.7105946140066496	0.01314517665933522	0.16301544027061463	0.9195608442883787	0.014878631141217362	0.7135281846928065
1815	0.22015691402711823	0.07593097038782866	0.5642291471316719	0.027631963175486274	0.505409028363742	0.9231204461641068	0.7219105342060332	0.012194152924636492	0.1674084921766905	0.912692487602989	0.014517307795571244	0.6967041845980635
1816	0.22029261687236518	0.0763031449012351	0.5565416001574047	0.020215863454309778	0.49348950821221743	0.9194201783392105	0.7326216033601209	0.010040344448207155	0.1685836928268634	0.9075098310515469	0.013181001035083536	0.6827521825588398
1817	0.22632621418468954	0.08184902619972605	0.5518131541760576	0.018992581687151622	0.4820705677550278	0.9208946271215627	0.7408546843240426	0.01271647965442542	0.17549120116458783	0.9075597842934905	0.012399257845927478	0.6806343146124724
1818	0.23332961508195535	0.08452748378552713	0.5453862809249989	0.017861469465379677	0.4610106698627526	0.9225192405321089	0.7562598493514215	0.00827662583754386	0.17912392341679914	0.9120111768150322	0.01209559392208536	0.67824211223762
1819	0.23879887761841453	0.08722850673105532	0.5529989973616244	0.019021505814425056	0.4526081097432633	0.9241964568577775	0.7584537431201056	0.007177564408743364	0.17554304242085245	0.9169599026701173	0.010954044293002754	0.6767778409565798
1820	0.2444629286620541	0.08969416927182652	0.5488398947311784	0.01762950147964407	0.4219345456575704	0.9222367394546336	0.7755738674155515	0.005840417169502581	0.1866396936861293	0.9127865444252056	0.011290020375627548	0.6691902952704389
1821	0.24556549147634324	0.08661956826584509	0.5567148615280507	0.017297788263419878	0.4182009751893764	0.922109455771366	0.7785322391870508	0.005275820285715814	0.1846040266351629	0.9158290245893005	0.01145433782991814	0.6684185322017665
1822	0.24813653101775973	0.08222007819094154	0.5651641485444586	0.01699916695922607	0.400996781589769	0.9214208032359686	0.7802290525498728	0.005845234466582434	0.18376516432992632	0.9163230573044453	0.01157822243723629	0.6656479397561578
1823	0.25367610345566755	0.08396603204754594	0.5699400005913785	0.016692263623070233	0.38051048541294047	0.9209504203217213	0.7836312303021875	0.00584583695976544	0.1818681022156547	0.9182078104060898	0.012777458011512218	0.6579749155002622
1824	0.25941987942888717	0.08180146907888891	0.5797070635817857	0.017453939956047982	0.351707180540105	0.9197838511245716	0.785282487802272	0.005208780913796994	0.18993674259303944	0.9162967605961148	0.014559289167704704	0.6440036445761856
1825	0.2655057131154544	0.078211695395942	0.5911922099475622	0.01732739420145716	0.35551843290185287	0.917405325085938	0.7822533428891443	0.005363747163936081	0.1941241374930139	0.9134736878057278	0.015087082482965863	0.632437583563078
1826	0.26862773105845966	0.07766772060768745	0.6023301140362323	0.01542086100423115	0.34528221873019854	0.9174755228164335	0.7805591274693496	0.005233725033730154	0.20179435031705664	0.9112673179759465	0.015914741129339577	0.6030436474026113
1827	0.2775995413519572	0.08034123423131291	0.6061563368385089	0.015089250952772656	0.32735646057950646	0.9176770679117473	0.7772217745702247	0.0048833772285486	0.20701412684953477	0.9082736242252266	0.015050979636959876	0.5801988867293667
1828	0.287062311750066	0.08203413252566336	0.6139651839424233	0.01563790613564516	0.3141894457359643	0.9197219258548502	0.7734420419007573	0.0047323896323057234	0.21798566156893254	0.9077129591674208	0.014203379634429102	0.5627926585802818
1829	0.30071895716914565	0.08844521559061652	0.6188595569257174	0.015937242789864497	0.30740604151260253	0.9232737905078956	0.7676729964445166	0.004146932061655607	0.23588166373515945	0.9038089616099192	0.014422933153839851	0.5503683460352325
1830	0.3054123515462857	0.09208460801494955	0.6293624757724736	0.015633159727502535	0.30131421610759007	0.9260094826478209	0.765385294113009	0.0037446856823681574	0.24935130719959137	0.8987145433763631	0.013732312128765614	0.5450492174302048
1831	0.30860568407838046	0.09323204663043246	0.6405023532462747	0.014649882634083315	0.29321835371858695	0.928692502569021	0.7611477171682439	0.00249667733285575	0.25405920443244767	0.8969122862789771	0.012078678555257537	0.5426326683616088
1832	0.31320509042778716	0.10177712107806934	0.6464592800228302	0.014749647824738832	0.2740000577176565	0.9296155292276509	0.7595862062274666	0.002513159217072332	0.25880936099370455	0.8963412590748948	0.010457390861279845	0.5347390925443831
1833	0.3187348324169152	0.10738873047307328	0.6506059186096926	0.014764302147521955	0.2621555555319975	0.9305656323043391	0.7584826995005644	0.005378784067157373	0.26239009730551344	0.8917023398924282	0.009921860273380533	0.5379359250802644
1834	0.32129822329615554	0.10995827029310498	0.6622921337124945	0.014192457179702292	0.2679773664228341	0.9303312264029796	0.7545461126713973	0.0054383191502733125	0.25576222816131944	0.8925970229237635	0.01039276976785361	0.5299882401193263
1835	0.3262890543935573	0.11014993652582018	0.6671601056796287	0.013694398243001083	0.2601342056383344	0.9293115139991006	0.7524093513201737	0.007166885737318469	0.25684749412597907	0.8881339124268697	0.010685077545369705	0.5155627281807226
1836	0.3224547668018755	0.10690781132667725	0.6666894296020238	0.014539242425073689	0.2520855810359128	0.9264698358942773	0.752885222973567	0.009098243985692814	0.24576224004401248	0.8854901906405152	0.010799242421624273	0.5045854066811942
1837	0.32671048332241226	0.10415219847157153	0.6740375417632402	0.014569357842024655	0.24861179675171127	0.9250871783409418	0.752201594166556	0.01107523151943713	0.24301794636341453	0.8848096825222601	0.011233968232675095	0.49292996234340825
1838	0.335434918853913	0.10532387655058514	0.6801279982056988	0.01406382418848433	0.24176902721303928	0.9237809304303322	0.7526770645887083	0.014151367859641367	0.24212284501295833	0.8826938816735391	0.011150170977144633	0.4816561916758833
1839	0.34799722771181024	0.10336278816056624	0.6825857922239454	0.013846512550383891	0.23736240451274151	0.924209375673602	0.7559446920019331	0.014112279539575256	0.24747875297492303	0.87983403387117	0.011465344207967873	0.467951290084985
1840	0.35534072979711123	0.10332085591961217	0.6845987214465641	0.01386553186982338	0.2326325714896536	0.9246623942801077	0.7567020492661609	0.012195996299882666	0.24953599072511348	0.8757385705017121	0.012006336209691455	0.45574197797350147
